pilot_id,stratum,unicode,char,catalog_scope,authority_layer,unicode_identity_status,structure_evidence_status,source_grade,next_action,dictionary_context_entries,dictionary_context_sources,yuanliu_context_available,cihai_context_hits,wiki_hit_count,zdic_url,zdic_snapshot_available,gf0017_join_status,blocking_reason,recommended_next_action,gf0017_points_assigned,final_structure_label,cnbe_write_status,editable_copy_notice
8105_core_control_078,8105_core_control,U+8BE8,诨,8105_core,national_standard_core_pending_item_join,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,1,nlp_han_dicts_kangxi_4w,True,0,0,https://www.zdic.net/hans/%E8%AF%A8,False,PENDING_STANDARD_DERIVED_ITEM_JOIN,8105 core row still requires standard-derived structure/decomposition and item-level joins,join_8105_standard_sources_before_scoring,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
8105_core_control_079,8105_core_control,U+8C4C,豌,8105_core,national_standard_core_pending_item_join,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,True,8,0,https://www.zdic.net/hans/%E8%B1%8C,False,PENDING_STANDARD_DERIVED_ITEM_JOIN,8105 core row still requires standard-derived structure/decomposition and item-level joins,join_8105_standard_sources_before_scoring,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
8105_core_control_080,8105_core_control,U+8D5B,赛,8105_core,national_standard_core_pending_item_join,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,1,nlp_han_dicts_kangxi_4w,True,8,0,https://www.zdic.net/hans/%E8%B5%9B,False,PENDING_STANDARD_DERIVED_ITEM_JOIN,8105 core row still requires standard-derived structure/decomposition and item-level joins,join_8105_standard_sources_before_scoring,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
8105_core_control_081,8105_core_control,U+8E1F,踟,8105_core,national_standard_core_pending_item_join,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,True,0,0,https://www.zdic.net/hans/%E8%B8%9F,False,PENDING_STANDARD_DERIVED_ITEM_JOIN,8105 core row still requires standard-derived structure/decomposition and item-level joins,join_8105_standard_sources_before_scoring,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
8105_core_control_082,8105_core_control,U+8F7E,轾,8105_core,national_standard_core_pending_item_join,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,1,nlp_han_dicts_kangxi_4w,True,0,0,https://www.zdic.net/hans/%E8%BD%BE,False,PENDING_STANDARD_DERIVED_ITEM_JOIN,8105 core row still requires standard-derived structure/decomposition and item-level joins,join_8105_standard_sources_before_scoring,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
8105_core_control_083,8105_core_control,U+9002,适,8105_core,national_standard_core_pending_item_join,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,True,8,0,https://www.zdic.net/hans/%E9%80%82,False,PENDING_STANDARD_DERIVED_ITEM_JOIN,8105 core row still requires standard-derived structure/decomposition and item-level joins,join_8105_standard_sources_before_scoring,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
8105_core_control_084,8105_core_control,U+90AF,邯,8105_core,national_standard_core_pending_item_join,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,True,8,0,https://www.zdic.net/hans/%E9%82%AF,False,PENDING_STANDARD_DERIVED_ITEM_JOIN,8105 core row still requires standard-derived structure/decomposition and item-level joins,join_8105_standard_sources_before_scoring,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
8105_core_control_085,8105_core_control,U+915D,酝,8105_core,national_standard_core_pending_item_join,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,1,nlp_han_dicts_kangxi_4w,True,8,0,https://www.zdic.net/hans/%E9%85%9D,False,PENDING_STANDARD_DERIVED_ITEM_JOIN,8105 core row still requires standard-derived structure/decomposition and item-level joins,join_8105_standard_sources_before_scoring,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
8105_core_control_086,8105_core_control,U+9494,钔,8105_core,national_standard_core_pending_item_join,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,0,,True,0,0,https://www.zdic.net/hans/%E9%92%94,False,PENDING_STANDARD_DERIVED_ITEM_JOIN,8105 core row still requires standard-derived structure/decomposition and item-level joins,join_8105_standard_sources_before_scoring,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
8105_core_control_087,8105_core_control,U+94EC,铬,8105_core,national_standard_core_pending_item_join,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,1,nlp_han_dicts_kangxi_4w,True,8,0,https://www.zdic.net/hans/%E9%93%AC,False,PENDING_STANDARD_DERIVED_ITEM_JOIN,8105 core row still requires standard-derived structure/decomposition and item-level joins,join_8105_standard_sources_before_scoring,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
8105_core_control_088,8105_core_control,U+953F,锿,8105_core,national_standard_core_pending_item_join,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,0,,True,0,0,https://www.zdic.net/hans/%E9%94%BF,False,PENDING_STANDARD_DERIVED_ITEM_JOIN,8105 core row still requires standard-derived structure/decomposition and item-level joins,join_8105_standard_sources_before_scoring,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
8105_core_control_089,8105_core_control,U+9604,阄,8105_core,national_standard_core_pending_item_join,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,1,nlp_han_dicts_kangxi_4w,True,0,0,https://www.zdic.net/hans/%E9%98%84,False,PENDING_STANDARD_DERIVED_ITEM_JOIN,8105 core row still requires standard-derived structure/decomposition and item-level joins,join_8105_standard_sources_before_scoring,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
8105_core_control_090,8105_core_control,U+969C,障,8105_core,national_standard_core_pending_item_join,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,True,8,0,https://www.zdic.net/hans/%E9%9A%9C,False,PENDING_STANDARD_DERIVED_ITEM_JOIN,8105 core row still requires standard-derived structure/decomposition and item-level joins,join_8105_standard_sources_before_scoring,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
8105_core_control_091,8105_core_control,U+978B,鞋,8105_core,national_standard_core_pending_item_join,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,True,8,0,https://www.zdic.net/hans/%E9%9E%8B,False,PENDING_STANDARD_DERIVED_ITEM_JOIN,8105 core row still requires standard-derived structure/decomposition and item-level joins,join_8105_standard_sources_before_scoring,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
8105_core_control_092,8105_core_control,U+98D1,飑,8105_core,national_standard_core_pending_item_join,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,1,nlp_han_dicts_kangxi_4w,True,0,0,https://www.zdic.net/hans/%E9%A3%91,False,PENDING_STANDARD_DERIVED_ITEM_JOIN,8105 core row still requires standard-derived structure/decomposition and item-level joins,join_8105_standard_sources_before_scoring,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
8105_core_control_093,8105_core_control,U+9A78,驸,8105_core,national_standard_core_pending_item_join,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,1,nlp_han_dicts_kangxi_4w,True,8,0,https://www.zdic.net/hans/%E9%A9%B8,False,PENDING_STANDARD_DERIVED_ITEM_JOIN,8105 core row still requires standard-derived structure/decomposition and item-level joins,join_8105_standard_sources_before_scoring,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
8105_core_control_094,8105_core_control,U+9B23,鬣,8105_core,national_standard_core_pending_item_join,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,True,1,0,https://www.zdic.net/hans/%E9%AC%A3,False,PENDING_STANDARD_DERIVED_ITEM_JOIN,8105 core row still requires standard-derived structure/decomposition and item-level joins,join_8105_standard_sources_before_scoring,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
8105_core_control_095,8105_core_control,U+9CBC,鲼,8105_core,national_standard_core_pending_item_join,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,0,,True,0,0,https://www.zdic.net/hans/%E9%B2%BC,False,PENDING_STANDARD_DERIVED_ITEM_JOIN,8105 core row still requires standard-derived structure/decomposition and item-level joins,join_8105_standard_sources_before_scoring,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
8105_core_control_096,8105_core_control,U+9E4B,鹋,8105_core,national_standard_core_pending_item_join,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,0,,True,0,0,https://www.zdic.net/hans/%E9%B9%8B,False,PENDING_STANDARD_DERIVED_ITEM_JOIN,8105 core row still requires standard-derived structure/decomposition and item-level joins,join_8105_standard_sources_before_scoring,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
8105_core_control_097,8105_core_control,U+9EFB,黻,8105_core,national_standard_core_pending_item_join,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,True,0,0,https://www.zdic.net/hans/%E9%BB%BB,False,PENDING_STANDARD_DERIVED_ITEM_JOIN,8105 core row still requires standard-derived structure/decomposition and item-level joins,join_8105_standard_sources_before_scoring,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
8105_core_control_098,8105_core_control,U+28C54,𨱔,8105_core,national_standard_core_pending_item_join,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,0,,False,0,0,https://www.zdic.net/hans/%F0%A8%B1%94,False,PENDING_STANDARD_DERIVED_ITEM_JOIN,8105 core row still requires standard-derived structure/decomposition and item-level joins,join_8105_standard_sources_before_scoring,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
8105_core_control_099,8105_core_control,U+2C488,𬒈,8105_core,national_standard_core_pending_item_join,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,0,,False,0,0,https://www.zdic.net/hans/%F0%AC%92%88,False,PENDING_STANDARD_DERIVED_ITEM_JOIN,8105 core row still requires standard-derived structure/decomposition and item-level joins,join_8105_standard_sources_before_scoring,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
8105_core_control_100,8105_core_control,U+2CE93,𬺓,8105_core,national_standard_core_pending_item_join,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,0,,False,0,0,https://www.zdic.net/hans/%F0%AC%BA%93,False,PENDING_STANDARD_DERIVED_ITEM_JOIN,8105 core row still requires standard-derived structure/decomposition and item-level joins,join_8105_standard_sources_before_scoring,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_001,outside_8105_strong_dictionary_context,U+3400,㐀,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,False,0,2,https://www.zdic.net/hans/%E3%90%80,True,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_002,outside_8105_strong_dictionary_context,U+365B,㙛,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%E3%99%9B,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_003,outside_8105_strong_dictionary_context,U+386E,㡮,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%E3%A1%AE,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_004,outside_8105_strong_dictionary_context,U+3A64,㩤,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%E3%A9%A4,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_005,outside_8105_strong_dictionary_context,U+3C68,㱨,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_PARTIAL_REVIEW_REQUIRED,cross_reference,repair_partial_structure_context,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,False,0,0,https://www.zdic.net/hans/%E3%B1%A8,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_006,outside_8105_strong_dictionary_context,U+3E7A,㹺,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,False,0,0,https://www.zdic.net/hans/%E3%B9%BA,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_007,outside_8105_strong_dictionary_context,U+4069,䁩,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,False,0,0,https://www.zdic.net/hans/%E4%81%A9,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_008,outside_8105_strong_dictionary_context,U+4245,䉅,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%E4%89%85,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_009,outside_8105_strong_dictionary_context,U+441E,䐞,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%E4%90%9E,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_010,outside_8105_strong_dictionary_context,U+4603,䘃,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,False,0,1,https://www.zdic.net/hans/%E4%98%83,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_011,outside_8105_strong_dictionary_context,U+47D9,䟙,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%E4%9F%99,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_012,outside_8105_strong_dictionary_context,U+49C9,䧉,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_PARTIAL_REVIEW_REQUIRED,cross_reference,repair_partial_structure_context,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%E4%A7%89,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_013,outside_8105_strong_dictionary_context,U+4B84,䮄,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%E4%AE%84,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_014,outside_8105_strong_dictionary_context,U+4D55,䵕,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%E4%B5%95,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_015,outside_8105_strong_dictionary_context,U+50F6,僶,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,False,0,3,https://www.zdic.net/hans/%E5%83%B6,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_016,outside_8105_strong_dictionary_context,U+546D,呭,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,False,0,2,https://www.zdic.net/hans/%E5%91%AD,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_017,outside_8105_strong_dictionary_context,U+580A,堊,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_REVIEWABLE_CONTEXT_READY,cross_reference,human_review_source_context,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,True,0,0,https://www.zdic.net/hans/%E5%A0%8A,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
