row_id,character,unicode_codepoint,standard_rank,candidate_structure_label,candidate_decomposition,direct_component_candidates,radical,standard_evidence_status,base_assigned_score,component_validity_score,radical_validity_score,structure_first_decomposition_score,newly_assigned_score,assigned_score,formal_total,row_score_status,remaining_blocked_items,cnbe_write_status,database_rebuild_status
8105_full_0402,夹,U+5939,402,镶嵌,⿻夫丷,夫 丷,一,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0403,夷,U+5937,403,镶嵌,⿻大弓,弓 大,大,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0404,轨,U+8F68,404,左右,⿰车九,车 九,车,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0405,邪,U+90AA,405,左右,⿰牙阝,牙 阝,阝,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0406,尧,U+5C27,406,上下,⿱戈兀,戈 兀,儿,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0407,划,U+5212,407,左右,⿰戈刂,刂 戈,刂,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0408,迈,U+8FC8,408,左下包,⿺辶万,辶 万,辶,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0409,毕,U+6BD5,409,上下,⿱比十,比 十,比,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0410,至,U+81F3,410,上下,⿱⿱一厶土,厶 一 土,至,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0411,此,U+6B64,411,左右,⿰止匕,匕 止,止,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0412,贞,U+8D1E,412,上下,⿱⺊贝,贝,⺊,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0413,师,U+5E08,413,左右,⿰刂帀,刂 帀,巾,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0414,尘,U+5C18,414,上下,⿱小土,小 土,小,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0415,尖,U+5C16,415,上下,⿱小大,小 大,小,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0416,劣,U+52A3,416,上下,⿱少力,力 少,力,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0417,光,U+5149,417,上下,⿱⺌兀,兀,儿,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0418,当,U+5F53,418,上下,⿱⺌彐,彐,⺌,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0419,早,U+65E9,419,上下,⿱日十,日 十,日,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0420,吁,U+5401,420,左右,⿰口于,口 于,口,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0421,吐,U+5410,421,左右,⿰口土,口 土,口,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0422,吓,U+5413,422,左右,⿰口下,口 下,口,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0423,虫,U+866B,423,上下,⿱中?,中,虫,REVIEW_REQUIRED,6,0,0,0,0,6,50,BASE_SCORE_ONLY_STRUCTURE_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule;component_validity;radical_validity;structure_first_decomposition,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0424,曲,U+66F2,424,镶嵌,⿻曰⿰丨丨,丨 曰,曰,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0425,团,U+56E2,425,全包围,⿴囗才,才 囗,囗,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0426,吕,U+5415,426,上下,⿱口口,口,口,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0427,同,U+540C,427,上三包,⿵凡口,凡 口,口,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0428,吊,U+540A,428,上下,⿱口巾,巾 口,口,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0429,吃,U+5403,429,左右,⿰口乞,口 乞,口,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0430,因,U+56E0,430,全包围,⿴囗大,大 囗,囗,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0431,吸,U+5438,431,左右,⿰口及,及 口,口,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0432,吗,U+5417,432,左右,⿰口马,口 马,口,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0433,吆,U+5406,433,左右,⿰口幺,幺 口,口,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0434,屿,U+5C7F,434,左右,⿰山与,山 与,山,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0435,屹,U+5C79,435,左右,⿰山乞,山 乞,山,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0436,岁,U+5C81,436,上下,⿱山夕,山 夕,山,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0437,帆,U+5E06,437,左右,⿰巾凡,巾 凡,巾,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0438,回,U+56DE,438,全包围,⿴囗口,口 囗,囗,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0439,岂,U+5C82,439,上下,⿱山己,山 己,山,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0440,则,U+5219,440,左右,⿰贝刂,刂 贝,刂,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0441,刚,U+521A,441,左右,⿰冈刂,刂 冈,刂,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0442,网,U+7F51,442,上三包,⿵冂⿰乂乂,冂 乂,网,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0443,肉,U+8089,443,镶嵌,⿻冂仌,冂 仌,肉,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0444,年,U+5E74,444,镶嵌,⿻干?,干,干,REVIEW_REQUIRED,6,0,0,0,0,6,50,BASE_SCORE_ONLY_STRUCTURE_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule;component_validity;radical_validity;structure_first_decomposition,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0445,朱,U+6731,445,镶嵌,⿻一木,一 木,木,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0446,先,U+5148,446,上下,⿱⿰?土儿,儿 土,儿,REVIEW_REQUIRED,6,0,0,0,0,6,50,BASE_SCORE_ONLY_STRUCTURE_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule;component_validity;radical_validity;structure_first_decomposition,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0447,丢,U+4E22,447,上下,⿱王厶,厶 王,一,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0448,廷,U+5EF7,448,左下包,⿺廴壬,廴 壬,廴,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0449,舌,U+820C,449,上下,⿱千口,口 千,舌,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0450,竹,U+7AF9,450,左右,⿰??,,竹,REVIEW_REQUIRED,6,0,0,0,0,6,50,BASE_SCORE_ONLY_STRUCTURE_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule;component_validity;radical_validity;structure_first_decomposition,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0451,迁,U+8FC1,451,左下包,⿺辶千,千 辶,辶,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0452,乔,U+4E54,452,上下,⿱夭?,夭,大,REVIEW_REQUIRED,6,0,0,0,0,6,50,BASE_SCORE_ONLY_STRUCTURE_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule;component_validity;radical_validity;structure_first_decomposition,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0453,迄,U+8FC4,453,左下包,⿺辶乞,辶 乞,辶,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0454,伟,U+4F1F,454,左右,⿰亻韦,亻 韦,亻,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0455,传,U+4F20,455,左右,⿰亻专,亻 专,亻,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0456,乒,U+4E52,456,上下,⿱丘丿,丘 丿,丿,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0457,乓,U+4E53,457,上下,⿱丘丶,丘 丶,丿,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0458,休,U+4F11,458,左右,⿰亻木,亻 木,亻,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0459,伍,U+4F0D,459,左右,⿰亻五,亻 五,亻,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0460,伏,U+4F0F,460,左右,⿰亻犬,亻 犬,亻,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0461,优,U+4F18,461,左右,⿰亻尤,亻 尤,亻,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0462,臼,U+81FC,462,独体字,?,臼,臼,REVIEW_REQUIRED,6,0,0,0,0,6,50,BASE_SCORE_ONLY_STRUCTURE_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule;component_validity;radical_validity;structure_first_decomposition,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0463,伐,U+4F10,463,左右,⿰亻戈,亻 戈,亻,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0464,延,U+5EF6,464,上下,⿱丿㢟,丿 㢟,廴,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0465,仲,U+4EF2,465,左右,⿰亻中,亻 中,亻,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0466,件,U+4EF6,466,左右,⿰亻牛,亻 牛,亻,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0467,任,U+4EFB,467,左右,⿰亻壬,亻 壬,亻,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0468,伤,U+4F24,468,左右,⿰亻⿱?力,亻 力,亻,REVIEW_REQUIRED,6,0,0,0,0,6,50,BASE_SCORE_ONLY_STRUCTURE_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule;component_validity;radical_validity;structure_first_decomposition,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0469,价,U+4EF7,469,左右,⿰亻介,亻 介,亻,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0470,伦,U+4F26,470,左右,⿰亻仑,亻 仑,亻,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0471,份,U+4EFD,471,左右,⿰亻分,亻 分,亻,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0472,华,U+534E,472,上下,⿱化十,化 十,十,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0473,仰,U+4EF0,473,左右,⿰亻卬,亻 卬,亻,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0474,仿,U+4EFF,474,左右,⿰亻方,亻 方,亻,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0475,伙,U+4F19,475,左右,⿰亻火,亻 火,亻,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0476,伪,U+4F2A,476,左右,⿰亻为,亻 为,亻,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0477,自,U+81EA,477,镶嵌,⿻目?,目,自,REVIEW_REQUIRED,6,0,0,0,0,6,50,BASE_SCORE_ONLY_STRUCTURE_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule;component_validity;radical_validity;structure_first_decomposition,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0478,伊,U+4F0A,478,左右,⿰亻尹,亻 尹,亻,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0479,血,U+8840,479,上下,⿱丿皿,丿 皿,血,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0480,向,U+5411,480,上三包,⿵?口,口,口,REVIEW_REQUIRED,6,0,0,0,0,6,50,BASE_SCORE_ONLY_STRUCTURE_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule;component_validity;radical_validity;structure_first_decomposition,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0481,似,U+4F3C,481,左右,⿰亻以,亻 以,亻,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0482,后,U+540E,482,左上包,⿸?口,口,口,REVIEW_REQUIRED,6,0,0,0,0,6,50,BASE_SCORE_ONLY_STRUCTURE_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule;component_validity;radical_validity;structure_first_decomposition,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0483,行,U+884C,483,左右,⿰彳亍,彳 亍,行,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0484,舟,U+821F,484,镶嵌,⿻??,,舟,REVIEW_REQUIRED,6,0,0,0,0,6,50,BASE_SCORE_ONLY_STRUCTURE_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule;component_validity;radical_validity;structure_first_decomposition,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0485,全,U+5168,485,上下,⿱入玉,入 玉,入,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0486,会,U+4F1A,486,上下,⿱人云,人 云,人,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0487,杀,U+6740,487,上下,⿱乂木,木 乂,木,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0488,合,U+5408,488,上下,⿱亼口,口 亼,口,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0489,兆,U+5146,489,镶嵌,⿻儿?,儿,儿,REVIEW_REQUIRED,6,0,0,0,0,6,50,BASE_SCORE_ONLY_STRUCTURE_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule;component_validity;radical_validity;structure_first_decomposition,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0490,企,U+4F01,490,上下,⿱人止,人 止,人,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0491,众,U+4F17,491,上下,⿱人⿰人人,人,人,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0492,爷,U+7237,492,上下,⿱父卩,父 卩,父,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0493,伞,U+4F1E,493,上下,⿱人?,人,人,REVIEW_REQUIRED,6,0,0,0,0,6,50,BASE_SCORE_ONLY_STRUCTURE_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule;component_validity;radical_validity;structure_first_decomposition,NO_CNBE_WRITE,NO_DATABASE_REBUILD
8105_full_0494,创,U+521B,494,左右,⿰仓刂,刂 仓,刂,COMPLETE,6,3,3,20,26,32,50,STRUCTURE_ITEMS_SCORED_REMAINING_ITEMS_BLOCKED,stroke_shape;component_name_validity;independent_character_rule,NO_CNBE_WRITE,NO_DATABASE_REBUILD
