row_id,character,unicode_codepoint,standard_rank,current_structure,current_decomposition,tool_structure,tool_struct_type,tool_decomposition,tool_top_level_parts,tool_status,authority_boundary,candidate_encoding_status,cnbe32_write_status,database_rebuild_status,review_status
8105_full_2362,够,U+591F,2362,左右,⿰句多,左右,3,⿰句多,句 多,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2363,逸,U+9038,2363,左下包,⿺辶兔,左下包,8,⿺辶兔,辶 兔,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2364,猜,U+731C,2364,左右,⿰犭青,左右,3,⿰犭青,犭 青,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2365,猪,U+732A,2365,左右,⿰犭者,左右,3,⿰犭者,犭 者,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2366,猎,U+730E,2366,左右,⿰犭昔,左右,3,⿰犭昔,犭 昔,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2367,猫,U+732B,2367,左右,⿰犭苗,左右,3,⿰犭苗,犭 苗,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2368,凰,U+51F0,2368,上三包,⿵几皇,上三包,9,⿵几皇,几 皇,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2369,猖,U+7316,2369,左右,⿰犭昌,左右,3,⿰犭昌,犭 昌,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2370,猛,U+731B,2370,左右,⿰犭孟,左右,3,⿰犭孟,犭 孟,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2371,祭,U+796D,2371,上下,⿱⿰⺼寸示,上下,1,⿱⿰⿴𠂊冫②示,⿰⿴𠂊冫② 示,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2372,馅,U+9985,2372,左右,⿰饣臽,左右,3,⿰饣臽,饣 臽,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2373,馆,U+9986,2373,左右,⿰饣官,左右,3,⿰饣官,饣 官,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2374,凑,U+51D1,2374,左右,⿰冫奏,左右,3,⿰冫奏,冫 奏,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2375,减,U+51CF,2375,左右,⿰冫咸,左右,3,⿰冫咸,冫 咸,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2376,毫,U+6BEB,2376,上下,⿱⿳亠口冖毛,上下,1,⿱⿳亠口冖毛,⿳亠口 冖 毛,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2377,烹,U+70F9,2377,上下,⿱亨灬,上下,1,⿱亨灬,亨 灬,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2378,庶,U+5EB6,2378,左上包,⿸广⿱廿灬,左上包,5,⿸广⿱廿灬,广 ⿱廿灬,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2379,麻,U+9EBB,2379,左上包,⿸广林,左上包,5,⿸广林,广 林,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2380,庵,U+5EB5,2380,左上包,⿸广奄,左上包,5,⿸广奄,广 奄,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2381,痊,U+75CA,2381,左上包,⿸疒全,左上包,5,⿸疒全,疒 全,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2382,痒,U+75D2,2382,左上包,⿸疒羊,左上包,5,⿸疒羊,疒 羊,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2383,痕,U+75D5,2383,左上包,⿸疒艮,左上包,5,⿸疒艮,疒 艮,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2384,廊,U+5ECA,2384,左上包,⿸广郎,左上包,5,⿸广郎,广 郎,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2385,康,U+5EB7,2385,左上包,⿸广隶,左上包,5,⿸广隶,广 隶,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2386,庸,U+5EB8,2386,左上包,⿸广⿱彐用,左上包,5,⿸广𬎾,广 𬎾,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2387,鹿,U+9E7F,2387,左上包,⿸广⿱?比,左上包,5,⿸⿸广⿻コ⿰丨丨比,⿸广⿻コ⿰丨丨 比,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2388,盗,U+76D7,2388,上下,⿱次皿,上下,1,⿱次皿,次 皿,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2389,章,U+7AE0,2389,上下,⿱音十,上下,1,⿱立早,立 早,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2390,竟,U+7ADF,2390,上下,⿱音儿,上下,1,⿱音儿,音 儿,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2391,商,U+5546,2391,上下,⿱⿱亠丷冏,上下,1,⿱⿱亠丷冏,⿱亠丷 冏,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2392,族,U+65CF,2392,左右,⿰方⿱?矢,左右,3,⿰方⿱𠂉矢,方 ⿱𠂉矢,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2393,旋,U+65CB,2393,左右,⿰方⿱?疋,左右,3,⿰方𭻾,方 𭻾,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2394,望,U+671B,2394,上下,⿱⿰亡月王,上下,1,⿱⿰亡月王,⿰亡月 王,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2395,率,U+7387,2395,上下,⿱亠⿱⿻幺?十,上下,1,⿱⿻玄⿱丷八十,⿻玄⿱丷八 十,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2396,阎,U+960E,2396,上三包,⿵门臽,上三包,9,⿵门臽,门 臽,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2397,阐,U+9610,2397,上三包,⿵门单,上三包,9,⿵门单,门 单,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2398,着,U+7740,2398,左上包,⿸羊目,左上包,5,⿸羊目,羊 目,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2399,羚,U+7F9A,2399,左右,⿰羊令,左右,3,⿰羊令,羊 令,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2400,盖,U+76D6,2400,上下,⿱羊皿,上下,1,⿱𦍌皿,𦍌 皿,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2401,眷,U+7737,2401,上下,⿱龹目,上下,1,⿱龹目,龹 目,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2402,粘,U+7C98,2402,左右,⿰米占,左右,3,⿰米占,米 占,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2403,粗,U+7C97,2403,左右,⿰米且,左右,3,⿰米且,米 且,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2404,粒,U+7C92,2404,左右,⿰米立,左右,3,⿰米立,米 立,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2405,断,U+65AD,2405,左右,⿰⿺?米斤,左右,3,⿰⿺𠃊米斤,⿺𠃊米 斤,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2406,剪,U+526A,2406,上下,⿱前刀,上下,1,⿱前刀,前 刀,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2407,兽,U+517D,2407,上下,⿱⿱丷田⿱一口,上中下,2,⿳𬎿一口,𬎿 一 口,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2408,焊,U+710A,2408,左右,⿰火旱,左右,3,⿰火旱,火 旱,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2409,焕,U+7115,2409,左右,⿰火奂,左右,3,⿰火奂,火 奂,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2410,清,U+6E05,2410,左右,⿰氵青,左右,3,⿰氵青,氵 青,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2411,添,U+6DFB,2411,左右,⿰氵忝,左右,3,⿰氵忝,氵 忝,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2412,鸿,U+9E3F,2412,左右,⿰江鸟,左右,3,⿰江鸟,江 鸟,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2413,淋,U+6DCB,2413,左右,⿰氵林,左右,3,⿰氵林,氵 林,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2414,涯,U+6DAF,2414,左右,⿰氵厓,左右,3,⿰氵厓,氵 厓,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2415,淹,U+6DF9,2415,左右,⿰氵奄,左右,3,⿰氵奄,氵 奄,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2416,渠,U+6E20,2416,上下,⿱洰木,上下,1,⿱洰木,洰 木,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2417,渐,U+6E10,2417,左右,⿰氵斩,左右,3,⿰氵斩,氵 斩,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2418,淑,U+6DD1,2418,左右,⿰氵叔,左右,3,⿰氵叔,氵 叔,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2419,淌,U+6DCC,2419,左右,⿰氵尚,左右,3,⿰氵尚,氵 尚,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2420,混,U+6DF7,2420,左右,⿰氵昆,左右,3,⿰氵昆,氵 昆,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2421,淮,U+6DEE,2421,左右,⿰氵隹,左右,3,⿰氵隹,氵 隹,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2422,淆,U+6DC6,2422,左右,⿰氵肴,左右,3,⿰氵肴,氵 肴,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2423,渊,U+6E0A,2423,左右,⿰氵⿻?米,左右,3,⿰氵𫂱,氵 𫂱,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2424,淫,U+6DEB,2424,左右,⿰氵⿱爫壬,左右,3,⿰氵㸒,氵 㸒,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2425,渔,U+6E14,2425,左右,⿰氵鱼,左右,3,⿰氵鱼,氵 鱼,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2426,淘,U+6DD8,2426,左右,⿰氵匋,左右,3,⿰氵匋,氵 匋,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2427,淳,U+6DF3,2427,左右,⿰氵享,左右,3,⿰氵享,氵 享,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2428,液,U+6DB2,2428,左右,⿰氵夜,左右,3,⿰氵夜,氵 夜,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2429,淤,U+6DE4,2429,左右,⿰氵於,左右,3,⿰氵於,氵 於,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2430,淡,U+6DE1,2430,左右,⿰氵炎,左右,3,⿰氵炎,氵 炎,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2431,淀,U+6DC0,2431,左右,⿰氵定,左右,3,⿰氵定,氵 定,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2432,深,U+6DF1,2432,左右,⿰氵罙,左右,3,⿰氵罙,氵 罙,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2433,涮,U+6DAE,2433,左右,⿰氵刷,左右,3,⿰氵刷,氵 刷,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2434,涵,U+6DB5,2434,左右,⿰氵函,左右,3,⿰氵函,氵 函,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2435,婆,U+5A46,2435,上下,⿱波女,上下,1,⿱波女,波 女,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_2436,梁,U+6881,2436,上下,⿱⿰氵刅木,上下,1,⿱⿰氵刅木,⿰氵刅 木,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
