sample_id,char,unicode,codepoint_dec,worksheet_row,source_offset,unicode_block,review_prior,review_queue,standard_level,score_status,source_gap_failure_codes,unicode_identity_available,has_unresolved_structure_gap,has_wiki_cross_reference,has_dictionary_review_hit,has_stronger_authoritative_row_level_ids,allowed_next_action,human_review_status,human_structure_label,human_decomposition,human_radical_or_component_note,human_evidence_source,human_reviewer,human_review_notes,adjudication_result
review_prior_low_medium:022,㿍,U+3FCD,16333,47386,47384,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low_medium:023,䁏,U+404F,16463,49315,49313,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low_medium:024,䃃,U+40C3,16579,50942,50940,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low_medium:025,䅅,U+4145,16709,52942,52940,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low_medium:026,䇂,U+41C2,16834,54476,54474,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low_medium:027,䈿,U+423F,16959,54986,54984,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low_medium:028,䊮,U+42AE,17070,56676,56674,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low_medium:029,䌭,U+432D,17197,57698,57696,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low_medium:030,䎵,U+43B5,17333,60881,60879,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low_medium:031,䐪,U+442A,17450,61580,61578,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low_medium:032,䒥,U+44A5,17573,64267,64265,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low_medium:033,䔪,U+452A,17706,64395,64393,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low_medium:034,䖯,U+45AF,17839,68214,68212,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low_medium:035,䘾,U+463E,17982,70212,70210,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low_medium:036,䚵,U+46B5,18101,72102,72100,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low_medium:037,䜻,U+473B,18235,73806,73804,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low_medium:038,䞹,U+47B9,18361,75291,75289,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low_medium:039,䠰,U+4830,18480,75954,75952,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low_medium:040,䢥,U+48A5,18597,78482,78480,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low_medium:041,䤚,U+491A,18714,80987,80985,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low_medium:042,䦲,U+49B2,18866,83973,83971,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low_medium:043,䨽,U+4A3D,19005,86569,86567,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low_medium:044,䪷,U+4AB7,19127,87714,87712,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low_medium:045,䬱,U+4B31,19249,88934,88932,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low_medium:046,䮧,U+4BA7,19367,90058,90056,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low_medium:047,䰥,U+4C25,19493,92034,92032,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low_medium:048,䲯,U+4CAF,19631,93977,93975,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low_medium:049,䴶,U+4D36,19766,95896,95894,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low_medium:050,䶴,U+4DB4,19892,97661,97659,CJK Unified Ideographs Extension A,review_prior_low_medium,agent_standard_rule_learning_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:001,𠀁,U+20001,131073,52,50,CJK Unified Ideographs Extension B,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:002,𠏤,U+203E4,132068,2470,2468,CJK Unified Ideographs Extension B,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:003,𠘇,U+20607,132615,4084,4082,CJK Unified Ideographs Extension B,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:004,𠤪,U+2092A,133418,5897,5895,CJK Unified Ideographs Extension B,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:005,𠳎,U+20CCE,134350,8525,8523,CJK Unified Ideographs Extension B,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:006,𫪘,U+2BA98,178840,9955,9953,CJK Unified Ideographs Extension E,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:007,𡌄,U+21304,135940,12015,12013,CJK Unified Ideographs Extension B,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:008,𡗇,U+215C7,136647,13543,13541,CJK Unified Ideographs Extension B,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:009,𭒭,U+2D4AD,185517,15700,15698,CJK Unified Ideographs Extension F,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:010,𡰑,U+21C11,138257,17431,17429,CJK Unified Ideographs Extension B,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:011,𰎪,U+303AA,197546,19451,19449,CJK Unified Ideographs Extension G,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:012,𫸓,U+2BE13,179731,21279,21277,CJK Unified Ideographs Extension E,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:013,𢝚,U+2275A,141146,23754,23752,CJK Unified Ideographs Extension B,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:014,𫻪,U+2BEEA,179946,25227,25225,CJK Unified Ideographs Extension E,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:015,𫼬,U+2BF2C,180012,27595,27593,CJK Unified Ideographs Extension E,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:016,𱡩,U+31869,202857,29207,29205,CJK Unified Ideographs Extension H,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:017,𬁱,U+2C071,180337,31126,31124,CJK Unified Ideographs Extension E,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:018,𪳭,U+2ACED,175341,33828,33826,CJK Unified Ideographs Extension C,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:019,𣨳,U+23A33,145971,35470,35468,CJK Unified Ideographs Extension B,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:020,𣹺,U+23E7A,147066,38413,38411,CJK Unified Ideographs Extension B,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:021,𰛣,U+306E3,198371,39837,39835,CJK Unified Ideographs Extension G,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:022,𬉽,U+2C27D,180861,41870,41868,CJK Unified Ideographs Extension E,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:023,𭷩,U+2DDE9,187881,43485,43483,CJK Unified Ideographs Extension F,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:024,𭹋,U+2DE4B,187979,45699,45697,CJK Unified Ideographs Extension F,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:025,𤷭,U+24DED,151021,47728,47726,CJK Unified Ideographs Extension B,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:026,𥅩,U+25169,151913,49660,49658,CJK Unified Ideographs Extension B,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:027,𥕷,U+25577,152951,51557,51555,CJK Unified Ideographs Extension B,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:028,𥡷,U+25877,153719,53443,53441,CJK Unified Ideographs Extension B,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:029,𥰆,U+25C06,154630,55598,55596,CJK Unified Ideographs Extension B,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:030,𬖮,U+2C5AE,181678,57203,57201,CJK Unified Ideographs Extension E,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:031,𦉜,U+2625C,156252,59416,59414,CJK Unified Ideographs Extension B,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:032,𰭷,U+30B77,199543,61265,61263,CJK Unified Ideographs Extension G,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:033,𮍭,U+2E36D,189293,63211,63209,CJK Unified Ideographs Extension F,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:034,𦺱,U+26EB1,159409,66039,66037,CJK Unified Ideographs Extension B,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:035,𮒿,U+2E4BF,189631,67460,67458,CJK Unified Ideographs Extension F,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:036,𫊹,U+2B2B9,176825,69535,69533,CJK Unified Ideographs Extension C,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:037,𧡱,U+27871,161905,71480,71478,CJK Unified Ideographs Extension B,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:038,𲂔,U+32094,204948,73693,73691,CJK Unified Ideographs Extension H,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:039,𫎶,U+2B3B6,177078,75678,75676,CJK Unified Ideographs Extension C,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:040,𨍀,U+28340,164672,77763,77761,CJK Unified Ideographs Extension B,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:041,𲅞,U+3215E,205150,79479,79477,CJK Unified Ideographs Extension H,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
review_prior_low:042,𨩜,U+28A5C,166492,82427,82425,CJK Unified Ideographs Extension B,review_prior_low,agent_standard_extension_review_candidate,agent_standard_candidate_not_national_standard,NOT_SCORED_AGENT_STANDARD_FEATURE_ONLY,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,True,True,False,False,False,human_review_or_agent_rule_learning_design_only,未审核,,,,,,,
